Platform,Title,Instructor_Partner,Description,Rating,Reviews,Price,Details,URL
Udemy,DP-203 - Data Engineering on Microsoft Azure Preparation for DP-203 Data Engineering on Microsoft Azure exam,Alan Rodrigues,Preparation for DP-203 Data Engineering on Microsoft Azure exam,"Rating: 4.3 out of 5 4.3 (13,650)",nan,Current price $59.99,21.5 total hours 279 lectures All Levels,nan
Udemy,"Informatica PowerCenter - Beginner to Expert Level Master Informatica, server installation to advanced data processing, in-depth exploration of transformation techniques",Smart Coders Hub,"Master Informatica, server installation to advanced data processing, in-depth exploration of transformation techniques","Rating: 4.4 out of 5 4.4 (13,638)",nan,Current price $74.99,19.5 total hours 152 lectures All Levels,nan
Udemy,AWS Certified Solutions Architect Associate Practice Exams 2026 AWS Certified Solutions Architect Associate Practice Tests [SAA-C03] + Exam Simulator + Explanations + Cheat Sheets,"Neal Davis | AWS Certified Solutions Architect & Developer, Digital Cloud Training | AWS Certified Cloud Practitioner AWS Certified Solutions Architect, AWS Developer Associate",2026 AWS Certified Solutions Architect Associate Practice Tests [SAA-C03] + Exam Simulator + Explanations + Cheat Sheets,"Rating: 4.6 out of 5 4.6 (13,368)",nan,Current price $74.99,390 questions All Levels,nan
Udemy,Practice Exams | AWS Certified Developer Associate 390 Original Questions for DVA-C02 ! Practice for the AWS Certified Developer Certification and ace the DVA-C02 Exam!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Abhishek Singh",390 Original Questions for DVA-C02 ! Practice for the AWS Certified Developer Certification and ace the DVA-C02 Exam!,"Rating: 4.6 out of 5 4.6 (13,360)",nan,Current price $69.99,390 questions Beginner,nan
Udemy,"TOTAL: CompTIA Tech+ (FC0-U71) Basic IT concepts, troubleshooting devices, and identifying/preventing security risk, update CompTIA IT Fundamentals","Total Seminars Over 1 Million Enrollments, Scott Jernigan","Basic IT concepts, troubleshooting devices, and identifying/preventing security risk, update CompTIA IT Fundamentals","Rating: 4.6 out of 5 4.6 (13,082)",nan,Current price $74.99,4.5 total hours 71 lectures Beginner,nan
Udemy,AWS Certified Cloud Practitioner - AWS Certification AWS Certified Cloud Practitioner - AWS Certification. Start Cloud Computing. Learn AWS Concepts.,"in28Minutes Official, Ranga Karanam | GCP Certification - Google Cloud Engineer & Architect",AWS Certified Cloud Practitioner - AWS Certification. Start Cloud Computing. Learn AWS Concepts.,"Rating: 4.6 out of 5 4.6 (13,078)",nan,Current price $79.99,19 total hours 310 lectures All Levels,nan
Udemy,AZ-400 Designing and Implementing DevOps Certification Pass your AZ-400 DevOps Exam,Alan Rodrigues,Pass your AZ-400 DevOps Exam,"Rating: 4.5 out of 5 4.5 (13,030)",nan,Current price $74.99,21 total hours 258 lectures Intermediate,nan
Udemy,HashiCorp Certified Terraform Associate 004 - Practice Exams Terraform Associate 004 Certification Practice Exams - Almost 350 Realistic Questions with Detailed Explanations + Links,"Bryan Krausen • 200,000+ Enrollments Worldwide",Terraform Associate 004 Certification Practice Exams - Almost 350 Realistic Questions with Detailed Explanations + Links,Rating: 4.7 out of 5 4.7 (274),nan,Current price $24.99,342 questions Beginner,nan
Udemy,AI-900: Microsoft Azure AI Fundamentals in a Weekend [2026] AI-900 in a WEEKEND: PASS Azure Certification - Azure AI Fundamentals,"in28Minutes Official, Cloud First Solutions | Microsoft Azure Certification, Ranga Karanam | GCP Certification - Google Cloud Engineer & Architect",AI-900 in a WEEKEND: PASS Azure Certification - Azure AI Fundamentals,"Rating: 4.6 out of 5 4.6 (12,412)",nan,Current price $54.99,6 total hours 100 lectures All Levels,nan
Udemy,Microsoft Power BI: PL-300 Certification Prep (Data Analyst) Complete guide to acing the PL-300 Power BI Exam and becoming a Microsoft Certified Data Analyst Associate,"Maven Analytics • 1,500,000 Learners, Aaron Parry",Complete guide to acing the PL-300 Power BI Exam and becoming a Microsoft Certified Data Analyst Associate,"Rating: 4.6 out of 5 4.6 (12,370)",nan,Current price $79.99,8.5 total hours 127 lectures All Levels,nan
Udemy,Training for Snowflake SnowPro Core Certification Exam C02/3 Learn Snowflake with a certified data engineer and ace the Snowflake SnowPro Core COF-C02/C03 certification exam.,Tom Bailey,Learn Snowflake with a certified data engineer and ace the Snowflake SnowPro Core COF-C02/C03 certification exam.,"Rating: 4.5 out of 5 4.5 (12,308)",nan,Current price $59.99,8.5 total hours 106 lectures Beginner,nan
Udemy,"AWS Certified Data Engineer Associate 2026 - Hands On! AWS DEA-C01 certification prep course with exercises and 2 full-length practice exams. Redshift, Glue, Athena, and more","Sundog Education by Frank Kane, Frank Kane, Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer","AWS DEA-C01 certification prep course with exercises and 2 full-length practice exams. Redshift, Glue, Athena, and more","Rating: 4.6 out of 5 4.6 (12,246)",nan,Current price $59.99,24.5 total hours 314 lectures All Levels,nan
Udemy,CompTIA A+ Core 2 (220-1202) Full Course & Practice Exam Pass the CompTIA A+ Core 2 (220-1202) exam with help from a top expert in the field!,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide",Pass the CompTIA A+ Core 2 (220-1202) exam with help from a top expert in the field!,"Rating: 4.7 out of 5 4.7 (12,162)",nan,Current price $59.99,37.5 total hours 325 lectures Beginner,nan
Udemy,Google Cloud Associate Cloud Engineer: Get Certified 2024 Learn How to Pass the Exam from the author of the Official Certification Guide for Google,"Dan Sullivan, Dan Sullivan",Learn How to Pass the Exam from the author of the Official Certification Guide for Google,"Rating: 4.4 out of 5 4.4 (11,867)",nan,Current price $79.99,8.5 total hours 114 lectures All Levels,nan
Udemy,"CompTIA PenTest+ (PT0-003) Full Course & Practice Exam Pass the CompTIA PenTest+ (PT0-003) exam on your 1st attempt, includes a full practice exam!","Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Jason Dion • 2.8 Million+ Enrollments Worldwide","Pass the CompTIA PenTest+ (PT0-003) exam on your 1st attempt, includes a full practice exam!","Rating: 4.6 out of 5 4.6 (11,709)",nan,Current price $79.99,27.5 total hours 301 lectures All Levels,nan
Udemy,Azure Architect Technologies This course is to help students learn about Microsoft Azure Architect Technologies,Alan Rodrigues,This course is to help students learn about Microsoft Azure Architect Technologies,"Rating: 4.7 out of 5 4.7 (11,344)",nan,Current price $69.99,27.5 total hours 319 lectures All Levels,nan
Udemy,TOTAL: Cloud Computing / CompTIA Cloud+ (CV0-004) Learn the basics of Cloud Computing and/or prepare for the CompTIA Cloud+ Certification Exam.,"Total Seminars Over 1 Million Enrollments, Tom Carpenter",Learn the basics of Cloud Computing and/or prepare for the CompTIA Cloud+ Certification Exam.,"Rating: 4.5 out of 5 4.5 (11,236)",nan,Current price $99.99,6 total hours 51 lectures Intermediate,nan
Udemy,"CompTIA CySA+ (CS0-003) Complete Course & Practice Exam Pass the CompTIA Cybersecurity Analyst+ (CS0-003) exam on your 1st attempt, includes a full practice exam!","Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide","Pass the CompTIA Cybersecurity Analyst+ (CS0-003) exam on your 1st attempt, includes a full practice exam!","Rating: 4.6 out of 5 4.6 (11,125)",nan,Current price $59.99,36 total hours 320 lectures Intermediate,nan
Udemy,LPI Linux Essentials (010-160) Complete Course LPI Linux Essentials (010-160) Bootcamp - Your guide to passing your LPI Linux Essentials (010-160) certification exam!,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide",LPI Linux Essentials (010-160) Bootcamp - Your guide to passing your LPI Linux Essentials (010-160) certification exam!,"Rating: 4.6 out of 5 4.6 (10,820)",nan,Current price $69.99,7.5 total hours 82 lectures Beginner,nan
Udemy,Cypress: Web Automation Testing from Zero to Hero E2E Web UI Automation from scratch. Fully Updated in August 2025.,Artem Bondar,E2E Web UI Automation from scratch. Fully Updated in August 2025.,"Rating: 4.8 out of 5 4.8 (10,778)",nan,Current price $74.99,11 total hours 72 lectures All Levels,nan
Udemy,"CompTIA Security+ SY0-701 Full Course, Labs, and Study Plan Pass your Security+ SY0-701 in 30 days or less on the first try. Full Study Plan with labs and practice exams.","TIA Education, Andrew Ramdayal",Pass your Security+ SY0-701 in 30 days or less on the first try. Full Study Plan with labs and practice exams.,"Rating: 4.7 out of 5 4.7 (10,715)",nan,Current price $59.99,26 total hours 255 lectures All Levels,nan
Udemy,"Tableau Desktop Foundations Certification Exam Prep 2026 Pass the updated 2026 Salesforce Certified Tableau Desktop Foundations with video lessons, Study Notes and Quiz!",Amandeep Sawhney | HawkEye Data,"Pass the updated 2026 Salesforce Certified Tableau Desktop Foundations with video lessons, Study Notes and Quiz!","Rating: 4.7 out of 5 4.7 (7,121)",nan,Current price $84.99,7 total hours 82 lectures All Levels,nan
Udemy,Tableau Desktop Foundations Exam Practice Tests 2026 Updated for the new Salesforce Certified Tableau Desktop foundations exam - 250+ questions with Detailed answers!,Amandeep Sawhney | HawkEye Data,Updated for the new Salesforce Certified Tableau Desktop foundations exam - 250+ questions with Detailed answers!,"Rating: 4.5 out of 5 4.5 (3,415)",nan,Current price $64.99,290 questions All Levels,nan
Udemy,Linux Redhat Certified System Administrator (RHCSA - EX200) Best match for those who want to become Red Hat certified system administrator (RHCSA) in shortest amount of time,Imran Afzal,Best match for those who want to become Red Hat certified system administrator (RHCSA) in shortest amount of time,"Rating: 4.5 out of 5 4.5 (10,049)",nan,Current price $59.99,12 total hours 45 lectures Intermediate,nan
Udemy,"Proven Scrum Master Certification Training For Agile 2026 Scrum Master Training + 160 Mock Exam Questions Like PSM I & CSM (unofficial) with 1st Sprint Demo, AI ChatGPT for Agile","Michael James (PSM I, PSM II, PSM III, PSPO 1, PSPO II, SPS certified), Learn Management Online","Scrum Master Training + 160 Mock Exam Questions Like PSM I & CSM (unofficial) with 1st Sprint Demo, AI ChatGPT for Agile","Rating: 4.6 out of 5 4.6 (9,954)",nan,Current price $59.99,8.5 total hours 115 lectures Beginner,nan
Udemy,AZ-500 Microsoft Azure Security Exam Certification Passing this exam earns you : Microsoft Certified: Azure Security Engineer Associate certification.,Alan Rodrigues,Passing this exam earns you : Microsoft Certified: Azure Security Engineer Associate certification.,"Rating: 4.6 out of 5 4.6 (9,839)",nan,Current price $74.99,19.5 total hours 258 lectures Expert,nan
Udemy,"Certified Lean Six Sigma Yellow Belt Training (Accredited) Lean Six Sigma course aligned with internationally accepted Six Sigma (CSSYB, LSSYB) format - 6.5 PMI PDUs|PDCs|7 CPDs","Sandeep Kumar, ­ Quality Gurus Inc.","Lean Six Sigma course aligned with internationally accepted Six Sigma (CSSYB, LSSYB) format - 6.5 PMI PDUs|PDCs|7 CPDs","Rating: 4.7 out of 5 4.7 (9,391)",nan,Current price $84.99,7.5 total hours 80 lectures All Levels,nan
Udemy,"Entra ID/Azure Active Directory And Azure AD Domain Services Learn how Entra ID (Azure Active Directory), On-Premises AD and Azure AD Domain Services (AADDS) integrate together",Himanshu Rana,"Learn how Entra ID (Azure Active Directory), On-Premises AD and Azure AD Domain Services (AADDS) integrate together","Rating: 4.5 out of 5 4.5 (9,181)",nan,Current price $64.99,5.5 total hours 38 lectures Intermediate,nan
Udemy,"CISSP Certification: CISSP Domain 3 & 4 Boot Camp 2025 Exam Take the CISSP Domain 3 and 4 2025 certifications boot camp: Get 13.5 hrs of video, study guides, and practice questions","Thor Pedersen | 670,000+ Enrollments Worldwide, ThorTeaches.com Support","Take the CISSP Domain 3 and 4 2025 certifications boot camp: Get 13.5 hrs of video, study guides, and practice questions","Rating: 4.6 out of 5 4.6 (9,127)",nan,Current price $79.99,13.5 total hours 98 lectures All Levels,nan
Udemy,CISM Certification: CISM Domain 1 Video Boot Camp 2025 Certified Information Security Manager (CISM) Domain 1 - Get 5.5 hours of videos and downloadable study guides.,"Thor Pedersen | 670,000+ Enrollments Worldwide, ThorTeaches.com Support",Certified Information Security Manager (CISM) Domain 1 - Get 5.5 hours of videos and downloadable study guides.,"Rating: 4.7 out of 5 4.7 (8,964)",nan,Current price $84.99,6 total hours 49 lectures All Levels,nan
Udemy,Cisco CCNA Packet Tracer Ultimate labs: CCNA 200-301 labs Are you ready for the new Cisco CCNA 200-301 exam? You sure? Check your knowledge with our CCNA Exam Prep Labs.,David Bombal,Are you ready for the new Cisco CCNA 200-301 exam? You sure? Check your knowledge with our CCNA Exam Prep Labs.,"Rating: 4.7 out of 5 4.7 (8,921)",nan,Current price $79.99,17.5 total hours 139 lectures Beginner,nan
Udemy,ServiceNow Certified Administration For Beginners ServiceNow platform for beginners who would like to become Certified ServiceNow Administrator. Learn core fundamentals,"Ali Bokhari, Syed Raza, ClayDesk E-learning",ServiceNow platform for beginners who would like to become Certified ServiceNow Administrator. Learn core fundamentals,"Rating: 4.4 out of 5 4.4 (8,859)",nan,Current price $49.99,1.5 total hours 18 lectures All Levels,nan
Udemy,[NEW] AWS Certified Advanced Networking Specialty 2026 Pass the AWS Certified Advanced Networking Specialty Certification ANS-C01. Taught by an AWS Networking and VPC Expert!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Chetan Agrawal | Ex. Senior Solutions Architect at AWS",Pass the AWS Certified Advanced Networking Specialty Certification ANS-C01. Taught by an AWS Networking and VPC Expert!,"Rating: 4.8 out of 5 4.8 (8,726)",nan,Current price $59.99,35 total hours 260 lectures Intermediate,nan
Udemy,Oracle Database SQL Certified Associate 1Z0-071 Become Oracle SQL Certified ( OCA ) / Covers ORACLE university track 100%. All the presentations + scripts are attached,Khaled Alkhudari,Become Oracle SQL Certified ( OCA ) / Covers ORACLE university track 100%. All the presentations + scripts are attached,"Rating: 4.4 out of 5 4.4 (8,704)",nan,Current price $109.99,20 total hours 183 lectures All Levels,nan
